tag,patterns,responses,patterns_str,responses_str,patterns_tokens,responses_tokens,patterns_len,responses_len,Sentiment,Sentiment_Score,Sentiment_Label
goodbye,ok bye,have a nice day.,Bye See you later Goodbye Au revoir Sayonara ok bye Bye then Fare thee well,See you later. Have a nice day. Bye! Come back again. I'll see you soon.,"['ok', 'bye']","['have', 'a', 'nice', 'day']",2,4,0.4215,0.4215,positive
sleep,i can't seem to go to sleep.,that seem awful. what do you think is behind this?,I have insominia I am suffering from insomnia I can't sleep. I haven't slept for the last days. I can't seem to go to sleep. I haven't had proper sleep for the past few days.,What do you think is the reason behind this? That seem awful. What do you think is behind this?,"['i', 'cant', 'seem', 'to', 'go', 'to', 'sleep']","['that', 'seem', 'awful', 'what', 'do', 'you', 'think', 'is', 'behind', 'this']",7,10,-0.4588,-0.4588,negative
depressed,i am so depressed,it helps to talk about what's happening. you're going to be okay,I can't take it anymore I am so depressed I think i'm depressed. I have depression,"It helps to talk about what's happening. You're going to be okay Talk to me. Tell me more. It helps if you open up yourself to someone else. Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.","['i', 'am', 'so', 'depressed']","['it', 'helps', 'to', 'talk', 'about', 'whats', 'happening', 'youre', 'going', 'to', 'be', 'okay']",4,12,0.5423,0.5423,positive
fact-16,"if i become involved in treatment, what do i need to know?","since beginning treatment is a big step for individuals and families, it can be very overwhelming. it is important to be as involved and engaged in the treatment process as possible. some questions you will need to have answered include:
 what is known about the cause of this particular illness?
 are there other diagnoses where these symptoms are common?
 do you normally include a physical or neurological examination?
 are there any additional tests or exams that you would recommend at this point?
 would you advise an independent opinion from another psychiatrist at this point?
 what program of treatment is the most helpful with this diagnosis?
 will this program involve services by other specialists? if so, who will be responsible for coordinating these services?
 what do you see as the family's role in this program of treatment?
 how much access will the family have to the individuals who are providing the treatment?
 what medications are generally used with this diagnosis?
 how much experience do you have in treating individuals with this illness?
 what can i do to help you in the treatment?","If I become involved in treatment, what do I need to know?","Since beginning treatment is a big step for individuals and families, it can be very overwhelming. It is important to be as involved and engaged in the treatment process as possible. Some questions you will need to have answered include:
 What is known about the cause of this particular illness?
 Are there other diagnoses where these symptoms are common?
 Do you normally include a physical or neurological examination?
 Are there any additional tests or exams that you would recommend at this point?
 Would you advise an independent opinion from another psychiatrist at this point?
 What program of treatment is the most helpful with this diagnosis?
 Will this program involve services by other specialists? If so, who will be responsible for coordinating these services?
 What do you see as the family's role in this program of treatment?
 How much access will the family have to the individuals who are providing the treatment?
 What medications are generally used with this diagnosis?
 How much experience do you have in treating individuals with this illness?
 What can I do to help you in the treatment?","['if', 'i', 'become', 'involved', 'in', 'treatment', 'what', 'do', 'i', 'need', 'to', 'know']","['since', 'beginning', 'treatment', 'is', 'a', 'big', 'step', 'for', 'individuals', 'and', 'families', 'it', 'can', 'be', 'very', 'overwhelming', 'it', 'is', 'important', 'to', 'be', 'as', 'involved', 'and', 'engaged', 'in', 'the', 'treatment', 'process', 'as', 'possible', 'some', 'questions', 'you', 'will', 'need', 'to', 'have', 'answered', 'include', 'what', 'is', 'known', 'about', 'the', 'cause', 'of', 'this', 'particular', 'illness', 'are', 'there', 'other', 'diagnoses', 'where', 'these', 'symptoms', 'are', 'common', 'do', 'you', 'normally', 'include', 'a', 'physical', 'or', 'neurological', 'examination', 'are', 'there', 'any', 'additional', 'tests', 'or', 'exams', 'that', 'you', 'would', 'recommend', 'at', 'this', 'point', 'would', 'you', 'advise', 'an', 'independent', 'opinion', 'from', 'another', 'psychiatrist', 'at', 'this', 'point', 'what', 'program', 'of', 'treatment', 'is', 'the', 'most', 'helpful', 'with', 'this', 'diagnosis', 'will', 'this', 'program', 'involve', 'services', 'by', 'other', 'specialists', 'if', 'so', 'who', 'will', 'be', 'responsible', 'for', 'coordinating', 'these', 'services', 'what', 'do', 'you', 'see', 'as', 'the', 'familys', 'role', 'in', 'this', 'program', 'of', 'treatment', 'how', 'much', 'access', 'will', 'the', 'family', 'have', 'to', 'the', 'individuals', 'who', 'are', 'providing', 'the', 'treatment', 'what', 'medications', 'are', 'generally', 'used', 'with', 'this', 'diagnosis', 'how', 'much', 'experience', 'do', 'you', 'have', 'in', 'treating', 'individuals', 'with', 'this', 'illness', 'what', 'can', 'i', 'do', 'to', 'help', 'you', 'in', 'the', 'treatment']",12,181,0.8642,0.8642,positive
thanks,that's helpful,you're most welcome!,Thanks Thank you That's helpful Thanks for the help Than you very much,Happy to help! Any time! My pleasure You're most welcome!,"['thats', 'helpful']","['youre', 'most', 'welcome']",2,3,0.5551,0.5551,positive
default,exams,oh okay. why don't you tell me more about it?,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.,['exams'],"['oh', 'okay', 'why', 'dont', 'you', 'tell', 'me', 'more', 'about', 'it']",1,10,0.2263,0.2263,positive
help,can you help?,sure. tell me how can i assist you,Could you help me? give me a hand please Can you help? What can you do for me? I need support I need help Support me please,"Sure. Tell me how can i assist you Tell me your problem so that i can assist you Yes, sure. How can I help you?","['can', 'you', 'help']","['sure', 'tell', 'me', 'how', 'can', 'i', 'assist', 'you']",3,8,0.3182,0.3182,positive
greeting,howdy,hi there. what brings you here today?,Hi Hey Is anyone there? Hi there Hello Hey there Howdy Hola Bonjour Konnichiwa Guten tag Ola,Hello there. Tell me how are you feeling today? Hi there. What brings you here today? Hi there. How are you feeling today? Great to see you. How do you feel currently? Hello there. Glad to see you're back. What's going on in your world right now?,['howdy'],"['hi', 'there', 'what', 'brings', 'you', 'here', 'today']",1,7,0.0,0.0,neutral
done,"no, that would be all",okay i see. enjoy the rest of your day then,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then,"['no', 'that', 'would', 'be', 'all']","['okay', 'i', 'see', 'enjoy', 'the', 'rest', 'of', 'your', 'day', 'then']",5,10,0.6249,0.6249,positive
casual,okay,come come elucidate your thoughts,Oh I see. ok okay nice Whatever K Fine yeah yes no not really,Let's discuss further why you're feeling this way. How were you feeling last week? I'm listening. Please go on. Tell me more Can you elaborate on that? Come Come elucidate your thoughts,['okay'],"['come', 'come', 'elucidate', 'your', 'thoughts']",1,5,0.0,0.0,neutral
casual,okay,i'm listening. please go on.,Oh I see. ok okay nice Whatever K Fine yeah yes no not really,Let's discuss further why you're feeling this way. How were you feeling last week? I'm listening. Please go on. Tell me more Can you elaborate on that? Come Come elucidate your thoughts,['okay'],"['im', 'listening', 'please', 'go', 'on']",1,5,0.3182,0.3182,positive
about,tell me more about yourself.,you can call me pandora.,Who are you? What are you? Who you are? Tell me more about yourself. What is your name? What should I call you? What's your name? Tell me about yourself,"I'm Pandora, your Personal Therapeutic AI Assistant. How are you feeling today I'm Pandora, a Therapeutic AI Assitant designed to assist you. Tell me about yourself. I'm Pandora. I am a conversational agent designed to mimic a therapist. So how are you feeling today? You can call me Pandora. I'm Pandora! Call me Pandora","['tell', 'me', 'more', 'about', 'yourself']","['you', 'can', 'call', 'me', 'pandora']",5,5,0.0,0.0,neutral
wrong,that doesn't make sense,i'm very sorry. let's try that again,What are you saying? That doesn't make sense Wrong response Wrong answer,I'm very sorry. Let's try that again,"['that', 'doesnt', 'make', 'sense']","['im', 'very', 'sorry', 'lets', 'try', 'that', 'again']",4,7,-0.1513,-0.1513,negative
hate-me,you hate me,why do you think so?,You hate me I know you hate me You don't like me,Why do you think so? I'm sorry if i have exhibited any sort of behaviour to make you think that.,"['you', 'hate', 'me']","['why', 'do', 'you', 'think', 'so']",3,5,0.0,0.0,neutral
greeting,hola,hi there. what brings you here today?,Hi Hey Is anyone there? Hi there Hello Hey there Howdy Hola Bonjour Konnichiwa Guten tag Ola,Hello there. Tell me how are you feeling today? Hi there. What brings you here today? Hi there. How are you feeling today? Great to see you. How do you feel currently? Hello there. Glad to see you're back. What's going on in your world right now?,['hola'],"['hi', 'there', 'what', 'brings', 'you', 'here', 'today']",1,7,0.0,0.0,neutral
done,i don't have anything more to say,okay i see. enjoy the rest of your day then,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then,"['i', 'dont', 'have', 'anything', 'more', 'to', 'say']","['okay', 'i', 'see', 'enjoy', 'the', 'rest', 'of', 'your', 'day', 'then']",7,10,0.6249,0.6249,positive
something-else,i don't want to talk about this.,alright no problem. is there something you want to talk about?,I want to talk about something else Let's talk about something else. Can we not talk about this? I don't want to talk about this.,Okay sure. What do you want to talk about? Alright no problem. Is there something you want to talk about? Is there something else that you want to talk about?,"['i', 'dont', 'want', 'to', 'talk', 'about', 'this']","['alright', 'no', 'problem', 'is', 'there', 'something', 'you', 'want', 'to', 'talk', 'about']",7,11,-0.3818,-0.3818,negative
thanks,thanks,you're most welcome!,Thanks Thank you That's helpful Thanks for the help Than you very much,Happy to help! Any time! My pleasure You're most welcome!,['thanks'],"['youre', 'most', 'welcome']",1,3,0.5551,0.5551,positive
fact-26,are there cures for mental health problems?,"it is often more realistic and helpful to find out what helps with the issues you face. talking, counselling, medication, friendships, exercise, good sleep and nutrition, and meaningful occupation can all help.",Are there cures for mental health problems? is there any cure for mental health problems?,"It is often more realistic and helpful to find out what helps with the issues you face. Talking, counselling, medication, friendships, exercise, good sleep and nutrition, and meaningful occupation can all help.","['are', 'there', 'cures', 'for', 'mental', 'health', 'problems']","['it', 'is', 'often', 'more', 'realistic', 'and', 'helpful', 'to', 'find', 'out', 'what', 'helps', 'with', 'the', 'issues', 'you', 'face', 'talking', 'counselling', 'medication', 'friendships', 'exercise', 'good', 'sleep', 'and', 'nutrition', 'and', 'meaningful', 'occupation', 'can', 'all', 'help']",7,32,0.9345,0.9345,positive
creation,how were you made?,i was trained on a text dataset using deep learning & natural language processing techniques,Who created you? How were you made? How were you created?,I was created by >. I was trained on a text dataset using Deep Learning & Natural Language Processing techniques The real question is: Who created you?,"['how', 'were', 'you', 'made']","['i', 'was', 'trained', 'on', 'a', 'text', 'dataset', 'using', 'deep', 'learning', 'natural', 'language', 'processing', 'techniques']",4,14,0.3612,0.3612,positive
greeting,hey there,great to see you. how do you feel currently?,Hi Hey Is anyone there? Hi there Hello Hey there Howdy Hola Bonjour Konnichiwa Guten tag Ola,Hello there. Tell me how are you feeling today? Hi there. What brings you here today? Hi there. How are you feeling today? Great to see you. How do you feel currently? Hello there. Glad to see you're back. What's going on in your world right now?,"['hey', 'there']","['great', 'to', 'see', 'you', 'how', 'do', 'you', 'feel', 'currently']",2,9,0.6249,0.6249,positive
default,money,oh okay. why don't you tell me more about it?,exams friends relationship boyfriend girlfriend family money financial problems,Oh I see. Tell me more I see. What else? Tell me more about it. Oh okay. Why don't you tell me more about it? I'm listening. Tell me more.,['money'],"['oh', 'okay', 'why', 'dont', 'you', 'tell', 'me', 'more', 'about', 'it']",1,10,0.2263,0.2263,positive
sad,i am so lonely,why do you think you feel this way?,I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?","['i', 'am', 'so', 'lonely']","['why', 'do', 'you', 'think', 'you', 'feel', 'this', 'way']",4,8,0.0,0.0,neutral
scared,i'm scared,i understand how you feel. don't put yourself down because of it.,I'm scared That sounds awful. What do i do? No i don't want to feel this way I am scared for myself,It's only natural to feel this way. I'm here for you. It'll all be okay. This feeling is only momentary. I understand how you feel. Don't put yourself down because of it.,"['im', 'scared']","['i', 'understand', 'how', 'you', 'feel', 'dont', 'put', 'yourself', 'down', 'because', 'of', 'it']",2,12,0.0,0.0,neutral
wrong,wrong answer,i'm very sorry. let's try that again,What are you saying? That doesn't make sense Wrong response Wrong answer,I'm very sorry. Let's try that again,"['wrong', 'answer']","['im', 'very', 'sorry', 'lets', 'try', 'that', 'again']",2,7,-0.1513,-0.1513,negative
death,my brother died,"i am really sorry to hear that. i am here to help you with grief, anxiety and anything else you may feel at this time.",My mom died My brother died My dad passed away My sister passed away Someone in my family died My friend passed away,"I'm sorry to hear that. If you want to talk about it. I'm here. I am really sorry to hear that. I am here to help you with grief, anxiety and anything else you may feel at this time. My condolences. I'm here if you need to talk.","['my', 'brother', 'died']","['i', 'am', 'really', 'sorry', 'to', 'hear', 'that', 'i', 'am', 'here', 'to', 'help', 'you', 'with', 'grief', 'anxiety', 'and', 'anything', 'else', 'you', 'may', 'feel', 'at', 'this', 'time']",3,25,-0.4201,-0.4201,negative
anxious,i'm so anxious because of,don't be hard on yourself. what's the reason behind this?,I feel so anxious. I'm so anxious because of ,Don't be hard on yourself. What's the reason behind this? Can you tell me more about this feeling? I understand that it can be scary. Tell me more about it. Don't let the little worries bring you down. What's the worse that can happen?,"['im', 'so', 'anxious', 'because', 'of']","['dont', 'be', 'hard', 'on', 'yourself', 'whats', 'the', 'reason', 'behind', 'this']",5,10,0.0762,0.0762,positive
about,tell me about yourself,"i'm pandora, your personal therapeutic ai assistant. how are you feeling today",Who are you? What are you? Who you are? Tell me more about yourself. What is your name? What should I call you? What's your name? Tell me about yourself,"I'm Pandora, your Personal Therapeutic AI Assistant. How are you feeling today I'm Pandora, a Therapeutic AI Assitant designed to assist you. Tell me about yourself. I'm Pandora. I am a conversational agent designed to mimic a therapist. So how are you feeling today? You can call me Pandora. I'm Pandora! Call me Pandora","['tell', 'me', 'about', 'yourself']","['im', 'pandora', 'your', 'personal', 'therapeutic', 'ai', 'assistant', 'how', 'are', 'you', 'feeling', 'today']",4,12,0.128,0.128,positive
goodbye,goodbye,i'll see you soon.,Bye See you later Goodbye Au revoir Sayonara ok bye Bye then Fare thee well,See you later. Have a nice day. Bye! Come back again. I'll see you soon.,['goodbye'],"['ill', 'see', 'you', 'soon']",1,4,0.0,0.0,neutral
location,what is your location?,everywhere,Where are you? Where do you live? What is your location?,Duh I live in your computer Everywhere Somewhere in the universe,"['what', 'is', 'your', 'location']",['everywhere'],4,1,0.0,0.0,neutral
stressed,i am so stressed,give yourself a break. go easy on yourself.,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?,"['i', 'am', 'so', 'stressed']","['give', 'yourself', 'a', 'break', 'go', 'easy', 'on', 'yourself']",4,8,0.4404,0.4404,positive
goodbye,fare thee well,see you later.,Bye See you later Goodbye Au revoir Sayonara ok bye Bye then Fare thee well,See you later. Have a nice day. Bye! Come back again. I'll see you soon.,"['fare', 'thee', 'well']","['see', 'you', 'later']",3,3,0.0,0.0,neutral
done,that's all.,oh okay we're done for today then. see you later,"That's all. I don't have anything more to say Nothing else That's all i have to say no, that would be all",I heard you & noted it all. See you later. Oh okay we're done for today then. See you later I hope you have a great day. See you soon Okay we're done. Have a great day Okay I see. Enjoy the rest of your day then,"['thats', 'all']","['oh', 'okay', 'were', 'done', 'for', 'today', 'then', 'see', 'you', 'later']",2,10,0.2263,0.2263,positive
location,where do you live?,duh i live in your computer,Where are you? Where do you live? What is your location?,Duh I live in your computer Everywhere Somewhere in the universe,"['where', 'do', 'you', 'live']","['duh', 'i', 'live', 'in', 'your', 'computer']",4,6,0.0,0.0,neutral
happy,i'm fine,did something happen which made you feel this way?,I feel great today. I am happy. I feel happy. I'm good. cheerful I'm fine I feel ok,That's geat to hear. I'm glad you're feeling this way. Oh i see. That's great. Did something happen which made you feel this way?,"['im', 'fine']","['did', 'something', 'happen', 'which', 'made', 'you', 'feel', 'this', 'way']",2,9,0.0,0.0,neutral
depressed,i can't take it anymore,"sometimes when we are depressed, it is hard to care about anything. it can be hard to do the simplest of things. give yourself time to heal.",I can't take it anymore I am so depressed I think i'm depressed. I have depression,"It helps to talk about what's happening. You're going to be okay Talk to me. Tell me more. It helps if you open up yourself to someone else. Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.","['i', 'cant', 'take', 'it', 'anymore']","['sometimes', 'when', 'we', 'are', 'depressed', 'it', 'is', 'hard', 'to', 'care', 'about', 'anything', 'it', 'can', 'be', 'hard', 'to', 'do', 'the', 'simplest', 'of', 'things', 'give', 'yourself', 'time', 'to', 'heal']",5,27,-0.2263,-0.2263,negative
help,can you help?,tell me your problem so that i can assist you,Could you help me? give me a hand please Can you help? What can you do for me? I need support I need help Support me please,"Sure. Tell me how can i assist you Tell me your problem so that i can assist you Yes, sure. How can I help you?","['can', 'you', 'help']","['tell', 'me', 'your', 'problem', 'so', 'that', 'i', 'can', 'assist', 'you']",3,10,-0.4019,-0.4019,negative
scared,i'm scared,it's only natural to feel this way. i'm here for you.,I'm scared That sounds awful. What do i do? No i don't want to feel this way I am scared for myself,It's only natural to feel this way. I'm here for you. It'll all be okay. This feeling is only momentary. I understand how you feel. Don't put yourself down because of it.,"['im', 'scared']","['its', 'only', 'natural', 'to', 'feel', 'this', 'way', 'im', 'here', 'for', 'you']",2,11,0.3612,0.3612,positive
not-talking,just shut up,"i want to help you. i really do. but in order for me to help you, you're gonna have to talk to me.",I don't want to talk about it. No just stay away. I can't bring myself to open up. Just shut up,"Talking about something really helps. If you're not ready to open up then that's ok. Just know that i'm here for you, whenever you need me. I want to help you. I really do. But in order for me to help you, you're gonna have to talk to me. I'm here to listen to you and help you vent. So please talk to me. You can talk to me without fear of judgement.","['just', 'shut', 'up']","['i', 'want', 'to', 'help', 'you', 'i', 'really', 'do', 'but', 'in', 'order', 'for', 'me', 'to', 'help', 'you', 'youre', 'gon', 'na', 'have', 'to', 'talk', 'to', 'me']",3,24,0.6757,0.6757,positive
name,i go by,oh nice to meet you. tell me how was your week?,My name is  I am name. I go by ,Oh nice to meet you. Tell me how was your week? Nice to meet you. So tell me. How do you feel today? That's a great name. Tell me more about yourself.,"['i', 'go', 'by']","['oh', 'nice', 'to', 'meet', 'you', 'tell', 'me', 'how', 'was', 'your', 'week']",3,11,0.4215,0.4215,positive
scared,no i don't want to feel this way,i understand how you feel. don't put yourself down because of it.,I'm scared That sounds awful. What do i do? No i don't want to feel this way I am scared for myself,It's only natural to feel this way. I'm here for you. It'll all be okay. This feeling is only momentary. I understand how you feel. Don't put yourself down because of it.,"['no', 'i', 'dont', 'want', 'to', 'feel', 'this', 'way']","['i', 'understand', 'how', 'you', 'feel', 'dont', 'put', 'yourself', 'down', 'because', 'of', 'it']",8,12,0.0,0.0,neutral
not-talking,just shut up,you can talk to me without fear of judgement.,I don't want to talk about it. No just stay away. I can't bring myself to open up. Just shut up,"Talking about something really helps. If you're not ready to open up then that's ok. Just know that i'm here for you, whenever you need me. I want to help you. I really do. But in order for me to help you, you're gonna have to talk to me. I'm here to listen to you and help you vent. So please talk to me. You can talk to me without fear of judgement.","['just', 'shut', 'up']","['you', 'can', 'talk', 'to', 'me', 'without', 'fear', 'of', 'judgement']",3,9,0.3875,0.3875,positive
greeting,is anyone there?,hi there. what brings you here today?,Hi Hey Is anyone there? Hi there Hello Hey there Howdy Hola Bonjour Konnichiwa Guten tag Ola,Hello there. Tell me how are you feeling today? Hi there. What brings you here today? Hi there. How are you feeling today? Great to see you. How do you feel currently? Hello there. Glad to see you're back. What's going on in your world right now?,"['is', 'anyone', 'there']","['hi', 'there', 'what', 'brings', 'you', 'here', 'today']",3,7,0.0,0.0,neutral
understand,you don't understand me.,i'm trying my best to help you. so please talk to me,You don't understand me. You're just some robot. How would you know? You can't possibly know what i'm going through You're useless You can't help me Nobody understands me.,It sound like i'm not being very helpful right now. I'm sorry to hear that. I'm doing my best to help I'm trying my best to help you. So please talk to me,"['you', 'dont', 'understand', 'me']","['im', 'trying', 'my', 'best', 'to', 'help', 'you', 'so', 'please', 'talk', 'to', 'me']",4,12,0.8588,0.8588,positive
casual,not really,i'm listening. please go on.,Oh I see. ok okay nice Whatever K Fine yeah yes no not really,Let's discuss further why you're feeling this way. How were you feeling last week? I'm listening. Please go on. Tell me more Can you elaborate on that? Come Come elucidate your thoughts,"['not', 'really']","['im', 'listening', 'please', 'go', 'on']",2,5,0.3182,0.3182,positive
sleep,i haven't had proper sleep for the past few days.,that seem awful. what do you think is behind this?,I have insominia I am suffering from insomnia I can't sleep. I haven't slept for the last days. I can't seem to go to sleep. I haven't had proper sleep for the past few days.,What do you think is the reason behind this? That seem awful. What do you think is behind this?,"['i', 'havent', 'had', 'proper', 'sleep', 'for', 'the', 'past', 'few', 'days']","['that', 'seem', 'awful', 'what', 'do', 'you', 'think', 'is', 'behind', 'this']",10,10,-0.4588,-0.4588,negative
understand,you're just some robot. how would you know?,i'm trying my best to help you. so please talk to me,You don't understand me. You're just some robot. How would you know? You can't possibly know what i'm going through You're useless You can't help me Nobody understands me.,It sound like i'm not being very helpful right now. I'm sorry to hear that. I'm doing my best to help I'm trying my best to help you. So please talk to me,"['youre', 'just', 'some', 'robot', 'how', 'would', 'you', 'know']","['im', 'trying', 'my', 'best', 'to', 'help', 'you', 'so', 'please', 'talk', 'to', 'me']",8,12,0.8588,0.8588,positive
user-advice,i need some advice.,sure. what can i do to help?,I want some advice. I need some advice. I need advice on something,Sure. What can I do to help? Okay what do you need advice on?,"['i', 'need', 'some', 'advice']","['sure', 'what', 'can', 'i', 'do', 'to', 'help']",4,7,0.6124,0.6124,positive
user-advice,i want some advice.,okay what do you need advice on?,I want some advice. I need some advice. I need advice on something,Sure. What can I do to help? Okay what do you need advice on?,"['i', 'want', 'some', 'advice']","['okay', 'what', 'do', 'you', 'need', 'advice', 'on']",4,7,0.2263,0.2263,positive
stressed,i am so burned out,take a deep breath and gather your thoughts. go take a walk if possible. stay hydrated,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?,"['i', 'am', 'so', 'burned', 'out']","['take', 'a', 'deep', 'breath', 'and', 'gather', 'your', 'thoughts', 'go', 'take', 'a', 'walk', 'if', 'possible', 'stay', 'hydrated']",5,16,0.0,0.0,neutral
happy,i'm good.,did something happen which made you feel this way?,I feel great today. I am happy. I feel happy. I'm good. cheerful I'm fine I feel ok,That's geat to hear. I'm glad you're feeling this way. Oh i see. That's great. Did something happen which made you feel this way?,"['im', 'good']","['did', 'something', 'happen', 'which', 'made', 'you', 'feel', 'this', 'way']",2,9,0.0,0.0,neutral
sad,i am feeling lonely,why do you think you feel this way?,I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?","['i', 'am', 'feeling', 'lonely']","['why', 'do', 'you', 'think', 'you', 'feel', 'this', 'way']",4,8,0.0,0.0,neutral
casual,whatever,how were you feeling last week?,Oh I see. ok okay nice Whatever K Fine yeah yes no not really,Let's discuss further why you're feeling this way. How were you feeling last week? I'm listening. Please go on. Tell me more Can you elaborate on that? Come Come elucidate your thoughts,['whatever'],"['how', 'were', 'you', 'feeling', 'last', 'week']",1,6,0.128,0.128,positive
thanks,thanks,my pleasure,Thanks Thank you That's helpful Thanks for the help Than you very much,Happy to help! Any time! My pleasure You're most welcome!,['thanks'],"['my', 'pleasure']",1,2,0.5719,0.5719,positive
creation,how were you created?,i was trained on a text dataset using deep learning & natural language processing techniques,Who created you? How were you made? How were you created?,I was created by >. I was trained on a text dataset using Deep Learning & Natural Language Processing techniques The real question is: Who created you?,"['how', 'were', 'you', 'created']","['i', 'was', 'trained', 'on', 'a', 'text', 'dataset', 'using', 'deep', 'learning', 'natural', 'language', 'processing', 'techniques']",4,14,0.3612,0.3612,positive
help,what can you do for me?,"yes, sure. how can i help you?",Could you help me? give me a hand please Can you help? What can you do for me? I need support I need help Support me please,"Sure. Tell me how can i assist you Tell me your problem so that i can assist you Yes, sure. How can I help you?","['what', 'can', 'you', 'do', 'for', 'me']","['yes', 'sure', 'how', 'can', 'i', 'help', 'you']",6,7,0.7717,0.7717,positive
casual,fine,i'm listening. please go on.,Oh I see. ok okay nice Whatever K Fine yeah yes no not really,Let's discuss further why you're feeling this way. How were you feeling last week? I'm listening. Please go on. Tell me more Can you elaborate on that? Come Come elucidate your thoughts,['fine'],"['im', 'listening', 'please', 'go', 'on']",1,5,0.3182,0.3182,positive
greeting,guten tag,hi there. how are you feeling today?,Hi Hey Is anyone there? Hi there Hello Hey there Howdy Hola Bonjour Konnichiwa Guten tag Ola,Hello there. Tell me how are you feeling today? Hi there. What brings you here today? Hi there. How are you feeling today? Great to see you. How do you feel currently? Hello there. Glad to see you're back. What's going on in your world right now?,"['guten', 'tag']","['hi', 'there', 'how', 'are', 'you', 'feeling', 'today']",2,7,0.128,0.128,positive
stressed,i feel stuck,what do you think is causing this?,I am so stressed out I am so stressed I feel stuck I still feel stressed I am so burned out,What do you think is causing this? Take a deep breath and gather your thoughts. Go take a walk if possible. Stay hydrated Give yourself a break. Go easy on yourself. I am sorry to hear that. What is the reason behind this?,"['i', 'feel', 'stuck']","['what', 'do', 'you', 'think', 'is', 'causing', 'this']",3,7,0.0,0.0,neutral
death,my sister passed away,"i am really sorry to hear that. i am here to help you with grief, anxiety and anything else you may feel at this time.",My mom died My brother died My dad passed away My sister passed away Someone in my family died My friend passed away,"I'm sorry to hear that. If you want to talk about it. I'm here. I am really sorry to hear that. I am here to help you with grief, anxiety and anything else you may feel at this time. My condolences. I'm here if you need to talk.","['my', 'sister', 'passed', 'away']","['i', 'am', 'really', 'sorry', 'to', 'hear', 'that', 'i', 'am', 'here', 'to', 'help', 'you', 'with', 'grief', 'anxiety', 'and', 'anything', 'else', 'you', 'may', 'feel', 'at', 'this', 'time']",4,25,-0.4201,-0.4201,negative
casual,ok,how were you feeling last week?,Oh I see. ok okay nice Whatever K Fine yeah yes no not really,Let's discuss further why you're feeling this way. How were you feeling last week? I'm listening. Please go on. Tell me more Can you elaborate on that? Come Come elucidate your thoughts,['ok'],"['how', 'were', 'you', 'feeling', 'last', 'week']",1,6,0.128,0.128,positive
worthless,i feel so worthless.,it's only natural to feel this way. tell me more. what else is on your mind?,I feel so worthless. No one likes me. I can't do anything. I am so useless Nothing makes sense anymore,It's only natural to feel this way. Tell me more. What else is on your mind? Let's discuss further why you're feeling this way. I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change. i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.,"['i', 'feel', 'so', 'worthless']","['its', 'only', 'natural', 'to', 'feel', 'this', 'way', 'tell', 'me', 'more', 'what', 'else', 'is', 'on', 'your', 'mind']",4,16,0.3612,0.3612,positive
greeting,hi there,great to see you. how do you feel currently?,Hi Hey Is anyone there? Hi there Hello Hey there Howdy Hola Bonjour Konnichiwa Guten tag Ola,Hello there. Tell me how are you feeling today? Hi there. What brings you here today? Hi there. How are you feeling today? Great to see you. How do you feel currently? Hello there. Glad to see you're back. What's going on in your world right now?,"['hi', 'there']","['great', 'to', 'see', 'you', 'how', 'do', 'you', 'feel', 'currently']",2,9,0.6249,0.6249,positive
